x1,y
1.118728203,0.877492558
-0.254118255,0.720069592
1.271156838,-0.509576466
1.348267394,-0.024536342
0.180008777,0.013159372
1.287581469,-0.759768538
-0.984447946,0.587105553
0.782201911,1.343196169
1.114868499,1.421638313
1.253757079,0.404829781
-1.373617155,-1.131469962
-0.191608094,0.028345096
1.298183529,0.217410003
0.032510366,1.069044219
0.118581103,0.432307462
0.136326257,0.213961604
1.035139789,0.904308891
1.328039845,-0.117372601
1.77902939,0.511992318
1.727819031,-0.291072112
-0.133583274,0.068443552
-0.974091752,0.932171724
-0.616571637,1.445499898
-0.139049395,-0.636327264
-0.243493459,-0.243590419
1.990580856,1.635331947
-0.342345096,-0.048148718
-0.407947457,-0.261573777
-0.215152715,-0.13363019
-1.99378476,1.582948615
-1.03618871,0.323890599
-0.273232959,-0.533377506
-1.450454998,-0.640304247
1.909869642,-0.020916934
0.558380899,1.312278611
-1.125881909,-0.005183935
-1.317423871,-0.287016799
1.211003337,-0.101368341
-0.32467091,0.534264178
1.240949223,0.729517685
-0.560981099,0.000434097
-1.895155213,0.870560845
-1.699848859,-0.946204755
-1.177049302,1.057271319
1.546151446,-1.226057017
1.531674566,-0.822899293
-1.187235621,-0.186993611
0.247901955,0.262443333
-1.902135911,1.061934014
1.636500423,-1.714994115
-1.550644617,-1.052497535
1.931397544,1.253762621
1.841860464,0.563604708
-1.449086502,-1.066502954
1.935259827,1.727262058
-1.766946844,0.289367255
-0.005796227,-0.387306535
1.207047175,0.604608263
-1.632629424,-1.06193598
-1.900874643,1.271715791
-1.12167472,0.412539774
-1.970814274,1.512568569
1.402124241,-1.04786012
-0.00492011,-0.76125853
1.763093297,0.725725986
-0.122895303,-0.988627786
1.011562891,0.863597818
-0.180978158,0.096280458
1.139910318,-0.294473205
-0.348497546,0.561425739
-1.114958561,-0.040107887
1.508569233,-1.490256462
0.225771506,-0.244141328
-1.464893323,0.004733363
-1.598199507,-1.771223958
-0.551737976,0.93616475
1.935083847,0.674071248
-0.422036546,0.017418703
0.363737275,0.054583527
0.659113462,1.373536932
1.437244181,-0.376972012
-0.290323303,0.002140299
0.606760501,0.22167928
1.626856578,-1.047442926
-0.61126121,0.867542395
0.835281201,1.206048989
0.663487097,-0.093074617
-0.392778875,0.593526015
0.547697654,0.414609164
-0.83795111,1.068399417
-0.939600991,1.490500713
0.183210601,0.427269697
-0.630196989,0.441413749
-0.783242565,0.381687629
-0.328821974,0.164359385
-0.451911675,0.193119098
-1.785802476,0.782826218
-0.848433753,0.467060529
1.173933089,0.411458511
0.024089137,-0.402318511
