x1,y
0.064955835,-0.448490556
0.18533456,3.20330511
1.066434332,4.340509381
-1.980520893,11.23855734
-1.267862672,5.441071761
-1.228651318,5.250218058
1.663752789,9.22259751
-1.042574406,1.275581551
-1.177612637,2.637498448
-0.493514393,3.95800965
1.792133126,9.002652814
0.016337073,4.756448331
-1.975709755,4.054551647
1.588096414,1.637415719
-0.313995702,-0.869164895
1.650872066,4.436221021
0.264479485,2.08450276
1.847048561,7.950799492
-0.819383682,3.045727812
-0.813219105,1.932736932
1.605770485,6.280132653
-0.881688527,4.395378288
1.118570605,6.020758657
-1.297802303,4.772345592
1.126987935,4.760075464
-1.1558298,0.705183496
-0.756780528,0.361986438
1.554175662,10.51835075
-1.4579666,8.760410143
1.426864166,2.151855048
-1.412144494,3.063040159
1.142405371,4.583217156
-1.532782331,2.920152224
1.595720789,9.338595479
-1.86669067,5.387084068
-1.181107726,1.422678977
-1.472282565,5.781097108
-1.762485407,8.621727589
-0.787721092,3.643101863
-0.417201597,4.477721579
-1.211149536,6.077683128
-1.5050866,1.74781397
0.808924969,0.068469782
1.832562367,8.433448815
0.718507433,3.077188911
0.191714748,0.686617704
1.318386536,3.325031955
-0.790633813,2.133796777
1.59272673,7.972500167
-0.98990419,0.941733906
1.933418409,5.165575085
-0.728476581,0.25092907
1.953007647,8.461530664
-1.860361962,4.575484477
-0.266102018,1.75620952
-0.553848599,2.496585064
0.46861034,0.577441649
0.034751118,0.814985453
-1.760594377,9.243496063
0.706308767,4.700470202
1.534466757,3.774600677
-0.865742107,3.781565596
0.949742761,2.339006591
-0.990349449,2.556199975
-0.66318409,3.085713539
-1.118716452,5.454516083
-1.210479975,1.863637873
-0.178038794,4.32182894
0.101739422,2.002748189
-1.192634455,1.952455085
-0.553417521,1.415893419
0.199475074,3.637889021
-0.723234687,4.76316142
-1.516032645,4.070403064
-1.31949119,4.825540811
1.666156851,5.562973197
-1.413453417,4.757763583
1.963727119,8.58134294
0.086976983,3.496984896
-0.280354719,3.75539427
-1.712978602,8.213136026
0.511041688,4.365542457
-1.738158117,7.066861475
-1.003547611,2.078638639
0.854352439,2.983662222
-0.533497324,4.466030624
1.747753155,9.146622589
0.721392382,2.125124729
0.125781535,-0.97046051
0.31325282,1.625724672
-0.258944463,2.479078324
0.811195214,1.910363872
1.630873139,6.210789574
1.504246802,9.625984724
-0.454254611,3.443493194
1.031285962,3.139627043
0.852283566,0.643491807
-1.486424601,5.207025961
-1.424194712,3.382489451
1.228147637,2.768961399
